PID,score,SMILES,Ester_Groups,Benzene_Rings,Ether_Groups,Alkyl_Carbons,Hydroxyl_Groups,Mol_Weight
P100348,0.8116937318899586,*Nc1cccc(NC(=O)CCCCC(*)=O)c1,0,1,0,4,0,218.25599999999994
P462461,0.8113116203451387,*CCN(*)C(=O)c1cc(F)cc(F)c1,0,1,0,2,0,183.15699999999998
P040068,0.8098493803933595,*CC(*)(C)C(=O)OC1CCCC(C)C1,1,0,1,10,0,182.26299999999995
P370613,0.8086781415220863,*CC(CS(C)(=O)=O)O*,0,0,0,4,0,136.17199999999997
P330140,0.8081149757649686,*CC(*)c1cccc2c1OCO2,0,1,2,3,0,148.16099999999997
P070323,0.8076123935287807,*CCOCCOC(=O)C(=O)O*,1,0,2,4,0,160.12499999999997
P340077,0.8076101551483099,*CC(*)(C)C(=O)OCc1cccs1,1,0,1,4,0,182.244
P100150,0.807540492359843,*c1cccc(NC(=O)CCCCC(=O)Nc2cccc(S(*)(=O)=O)c2)c1,0,2,0,4,0,358.41900000000004
P512028,0.8069510812819543,*/C=C/c1cc(OCCCC)c(*)cc1OC,0,1,2,5,0,204.26899999999998
P040189,0.8066060964873574,*CC(*)C(=O)N1CCOCC1,0,0,1,6,0,141.17
P432946,0.8063847841739679,*CCC1C(=O)N(CCCC)C(=O)C1*,0,0,0,8,0,181.235
P332317,0.8063343355265392,*CC(*)N1CCCCCC1=O,0,0,0,7,0,139.198
P084367,0.8058871182349859,*Sc1cc(C)c(*)cc1C,0,1,0,2,0,136.219
P020149,0.8057989486725077,*CC(*)c1cc(C)c(C)cc1C,0,1,0,5,0,146.23299999999998
P312034,0.8057596686762449,*C1CC2CC1C(*)C2CCCC,0,0,0,11,0,150.265
P040188,0.8057308261648357,*CC(*)C(=O)N1CCCCC1,0,0,0,7,0,139.198
P390258,0.8037462841094004,*OC(CCc1ccccc1)CC(*)=O,0,1,0,4,0,176.21499999999995
P090508,0.8027242694686902,*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCCCC(*)=O)cc2)cc1,1,2,1,7,0,338.4030000000001
P150006,0.8025658718253635,*Oc1ccc(Cc2ccc(OC(*)=O)c(C)c2)cc1C,0,2,1,3,0,254.28499999999997
P070076,0.8022608479206326,*Oc1c(C)cc(*)cc1C,0,1,0,2,0,120.15099999999997
P332168,0.8022345977289697,*/C=C/C1CC(*)C(C#N)C1,0,0,0,5,0,119.16699999999999
P040099,0.8007898712073529,*CC(*)(C)C(=O)OCc1ccccc1Cl,1,1,1,4,0,210.66
P020075,0.8002883899247559,*CC(*)c1ccc(COCCO)cc1,0,1,1,5,1,178.231
P440007,0.7989078460100378,*CC(OCCCC)C1C(=O)OC(=O)C1*,2,0,2,8,0,198.218
P070140,0.7966528913009612,*C(=O)OCCOC(=O)c1ccc(*)o1,1,0,2,2,0,182.131
P034239,0.7963633178838014,*CC(*)CNc1ccc([N+](=O)[O-])cc1C,0,1,0,4,0,192.21799999999996
P070126,0.7961721444990298,*CCSSCCO*,0,0,0,4,0,136.24099999999999
P090004,0.794773762493731,*CCCOC(=O)CCC(=O)O*,1,0,1,5,0,158.153
P372802,0.7941740458798726,*c1ccc(-c2nnc(*)o2)c(OCC)c1,0,1,1,2,0,188.18599999999998
P040233,0.7940811415655267,*CC(*)(C)C(=O)OCCOC,1,0,2,6,0,144.17
P040067,0.79157596898174,*CC(*)(C)C(=O)OC1CCC(C)CC1,1,0,1,10,0,182.26299999999995
P060006,0.7915070922653116,*CC/C(C)=C(/*)C,0,0,0,4,0,82.14599999999999
P060007,0.7915070922653116,*CC/C(C)=C(/*)C,0,0,0,4,0,82.14599999999999
P210060,0.7904904061404592,*CCc1cc(Cl)c(*)c(Cl)c1,0,1,0,2,0,173.042
P462472,0.790006735519462,*CCN(*)C(=O)c1cc(F)c(F)c(F)c1,0,1,0,2,0,201.14699999999996
P030117,0.7898421724482964,*CC(*)OC(=O)CC1CCCCC1,1,0,1,9,0,168.23599999999996
P070141,0.7893307450326941,*OC(C)COCC(C)OC(=O)c1ccccc1C(*)=O,1,1,2,6,0,264.277
P160096,0.7886254386434791,*CCC1CC(=O)N(*)C1=O,0,0,0,4,0,125.127
P400117,0.7878876402204769,*NC(CCC(=O)OCc1ccc([N+](=O)[O-])cc1)C(*)=O,1,1,1,4,0,264.237
P010103,0.7878234443920227,*/C=C/C1CCC(*)C1,0,0,0,5,0,94.157
P440005,0.7860482160930102,*CC(OCC)C1C(=O)OC(=O)C1*,2,0,2,6,0,170.164
P372803,0.7847067258764935,*c1ccc(-c2nnc(*)o2)c(OCCCCC)c1,0,1,1,5,0,230.26699999999994
P432943,0.7841411307517512,*CCC1C(=O)N(C)C(=O)C1*,0,0,0,5,0,139.154
P382432,0.7838875457419758,*c1cc(C(=O)Oc2cccc3cccnc23)c(*)s1,1,1,1,0,0,253.28199999999998
P030195,0.7833638501356963,*CCC/C=C(/*)c1ccc(OC)cc1,0,1,1,4,0,174.243
P342237,0.7831703648651966,*CC(*)(C)C(=O)Oc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)cc1,1,2,1,3,0,326.779
P460120,0.7805173447946281,*c1ccc2[nH]c(*)nc2c1,0,1,0,0,0,116.12299999999999
P010015,0.7804841588355861,*CC(*)(C)CC,0,0,0,5,0,70.13499999999999
P342262,0.7803124803243842,*CCC(C)C(*)(C)C(=O)OC,1,0,1,7,0,142.19799999999998
P342490,0.7800185520814975,*CC(*)(C)C(=O)OCc1cccc(Cl)c1,1,1,1,4,0,210.66
P370139,0.7799426172994655,*Oc1cc(C)c(*)c(C)c1Br,0,1,0,2,0,199.04699999999997
P040261,0.7757266570679324,*CC(*)(CC)C(=O)OCC,1,0,1,6,0,128.17099999999996
P320016,0.7757122429488623,*CC(*)(C)c1ccc2ccccc2n1,0,1,0,3,0,169.22699999999998
P332131,0.7753492339988632,*/C=C/C(C)(C(=O)OC)C(*)C,1,0,1,5,0,140.18199999999996
P340103,0.7744414917033627,*CC(*)(C)C(=O)Oc1cccc(C)c1C,1,1,1,5,0,190.24199999999996
P400116,0.7743313357871793,*Nc1cc(NC(=O)C(*)=O)ccc1C,0,1,0,1,0,176.17499999999998
P020148,0.7740405196702725,*CC(*)c1c(C)cc(C)cc1C,0,1,0,5,0,146.23299999999998
P110089,0.7735111672078357,*CC(C)(C)COC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,0,2,1,6,0,354.40600000000006
P390329,0.7732012044645222,*CC(C)(C)COC(=O)c1ccc(/C=C/c2ccc(C(=O)O*)cc2)cc1,1,2,1,5,0,336.38700000000006
P090005,0.7724468689579816,*CCCCOC(=O)CCC(=O)O*,1,0,1,6,0,172.17999999999998
P090007,0.7724468436566653,*CCCOC(=O)CCCC(=O)O*,1,0,1,6,0,172.17999999999998
P090009,0.7724468434881,*CCOC(=O)CCCCC(=O)O*,1,0,1,6,0,172.17999999999998
P370379,0.7722576706243613,*CC(O*)c1ccco1,0,0,0,2,0,110.11199999999997
P382395,0.7705048183208147,*CCCCOC(=O)CCSCCCCCCSCCC(=O)O*,1,0,1,14,0,348.5300000000001
P040325,0.7703885251424146,*CC(*)C(=O)OCCO,1,0,1,4,1,116.11599999999999
P040107,0.7692031201692712,*CC(*)(C)C(=O)OCc1ccco1,1,0,1,4,0,166.176
P342154,0.769005171884263,*CC(*)(C)C(=O)OCC1COC(c2ccccc2)O1,1,1,3,7,0,248.278
P040310,0.768242128723012,*CC(*)(CC(=O)OCCCCCC)C(=O)OCCCCCC,2,0,2,15,0,298.423
P390259,0.7681027263401501,*OC(CCCCC)CC(*)=O,0,0,0,7,0,142.198
P370001,0.7673986719731001,*CCOCCOC(=O)CCCCCCCCCCC(=O)O*,1,0,2,14,0,300.3949999999999
P070029,0.7668439032458811,*CC(COCCCC)O*,0,0,1,7,0,130.187
P342289,0.766332261874604,*CC(*)(C)C(=O)OCSC,1,0,1,5,0,146.21099999999998
P020139,0.7649689228311685,*CC(*)c1cc(Br)ccc1OCCC,0,1,1,5,0,241.12799999999996
P084366,0.7637110493061436,*Sc1c(C)cc(*)cc1C,0,1,0,2,0,136.21899999999997
P500035,0.7634889301065666,*C/C=C/C(C)S(*)(=O)=O,0,0,0,3,0,132.184
P330100,0.7628507613127884,*CC(*)OCCOCCOCCOC,0,0,4,9,0,190.23899999999998
P312035,0.7611057537574845,*C1CC2CC1C(*)C2CCCCCC,0,0,0,13,0,178.31899999999996
P372432,0.7603467071984638,*Oc1cc(Cl)cc(Cl)c1*,0,1,0,0,0,160.987
P140033,0.7596775474624227,*CC1(C)CC(*)(C)C(=O)OC1=O,2,0,1,6,0,154.16499999999996
P020088,0.7588151181785687,*CC(*)c1ccc(C(=O)N2CCOCC2)cc1,0,1,1,6,0,217.26799999999994
P010023,0.7585751445797173,*CC(*)C1CCCC1,0,0,0,7,0,96.173
P090441,0.7584851150795775,*CCCCOC(=O)COCC(=O)O*,1,0,2,6,0,188.17899999999997
P400268,0.7584691909915345,*Nc1ccc(Br)cc1-c1ccc(NC(=O)c2cccc(C(*)=O)c2)cc1,0,3,0,0,0,393.2400000000001
P020086,0.7579398074290429,*CC(*)c1ccc(C(=O)N2CCCCC2)cc1,0,1,0,7,0,215.29599999999994
P100766,0.7577783517924527,*Nc1ccc(NC(=O)CCCC(*)=O)cc1,0,1,0,3,0,204.22899999999998
P010026,0.7576769433802177,*CC(*)CC1CCCCC1,0,0,0,9,0,124.227
P040001,0.757472688344093,*CC(*)C(=O)O,0,0,0,2,0,72.06299999999999
P370824,0.7574018435617311,*C[Ge](C)(C)Cc1cocc1*,0,0,0,4,0,196.79299999999998
P382348,0.7563348123548704,*c1cc(CCCCCCOC(=O)COc2ccccc2)c(*)s1,1,1,2,7,0,316.422
P070715,0.7562889993107635,*CNC(=O)OCC(OC(=O)NCc1ccc(*)o1)c1ccco1,0,0,2,4,0,306.274
P030125,0.7562731044136646,*CC(*)NC(=O)OC(C)(C)C,0,0,1,6,0,143.18599999999998
P450045,0.7562284975833868,*Oc1ccc(C(C)(CCC#N)c2ccc(OC(*)=O)cc2)cc1,0,2,1,4,0,293.322
P100665,0.7561545958619114,*C(=O)NC1CCCC(*)O1,0,0,1,5,0,127.143
P322010,0.7558309835891212,*CC(*)c1ccc(Cl)c([N+](=O)[O-])c1,0,1,0,2,0,183.594
P020078,0.755634555216111,*CC(*)c1ccc(COCCCCO)cc1,0,1,1,7,1,206.28499999999997
P040300,0.7552653949569137,*CC(*)(C)C(N)=O,0,0,0,3,0,85.106
P150087,0.7542389450795941,*Oc1ccc(C(CC)(CC)c2ccc(OC(*)=S)cc2)cc1,0,2,1,5,0,298.40700000000004
P472188,0.7540789325455208,*CCC[Si](*)(C)c1cccc(C)c1,0,1,0,5,0,176.33499999999998
P070026,0.7539843372968424,*CC(COCC)O*,0,0,1,5,0,102.133
P342424,0.7535292932945459,*CC(*)C(=O)Nc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1,0,2,0,2,0,356.219
P020195,0.7524472671901186,*CC(*)c1ccc(O)cc1,0,1,0,2,0,120.15099999999997
P090113,0.7512551513659365,*CCOC(=O)/C=C/C(=O)O*,1,0,1,2,0,142.10999999999996
P040112,0.7511885242744869,*CC(*)(C)C(=O)OCCN(C)C,1,0,1,7,0,157.213
P130001,0.7506867932300643,*CCCC1CC(=O)N(*)C(=O)C1,0,0,0,6,0,153.18099999999998
P440015,0.7504193442254328,*CC(c1ccccc1)C1C(=O)OC(=O)C1*,2,1,1,4,0,202.20899999999995
P090171,0.7501199564096055,*CCOC(=O)CCCCCC(=O)O*,1,0,1,7,0,186.20699999999997
P090437,0.7501199502561637,*CCCCOC(=O)CCCC(=O)O*,1,0,1,7,0,186.20699999999997
P090010,0.7501199115787722,*CCCOC(=O)CCCCC(=O)O*,1,0,1,7,0,186.20699999999997
P382346,0.7501133992156479,*c1cc(CCCCCCOC(=O)COC)c(*)s1,1,0,2,8,0,254.35099999999997
P370657,0.7486135218898478,*CCOC(=O)CC(C)O*,1,0,1,5,0,130.14299999999997
P040050,0.7485883309905249,*CC(*)(C)C(=O)OCCC,1,0,1,6,0,128.17099999999996
P080085,0.748540543002929,*SC1CCCCC1*,0,0,0,6,0,114.21300000000001
P010065,0.7484447970812584,*CC(*)(C)CCC,0,0,0,6,0,84.16199999999999
P030095,0.7479441510092422,*CC(*)(F)C(C)=O,0,0,0,3,0,88.08099999999999
P090411,0.7471055154529839,*Oc1cccc(OC(=O)CCC(*)=O)c1,1,1,1,2,0,192.16999999999996
P090479,0.7465796632081236,*CC(C)(C)COC(=O)c1ccc(C(=O)O*)cc1,1,1,1,5,0,234.25099999999998
P070285,0.7464747088491098,*CC(=O)OC(=O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,2,2,2,5,0,326.34800000000007
P392399,0.7457757974737556,*OC(CCCCCC)CC(*)=O,0,0,0,8,0,156.225
P430073,0.7431484205032486,*CCCC(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(*)C3=O)cc1,2,2,2,3,0,351.3140000000001
P452038,0.7430919439238657,*CC1CCC(COC(=O)O*)CC1,0,0,1,8,0,170.20799999999994
P500033,0.7430719803596254,*C/C=C/C(CC)S(*)(=O)=O,0,0,0,4,0,146.21099999999998
P020136,0.7426418931455361,*CC(*)c1cc(Br)ccc1OCCCC,0,1,1,6,0,255.15499999999994
P370656,0.7421083155146424,*CC1(*)OCC(c2ccccc2)O1,0,1,2,4,0,162.188
P070385,0.7418861041609079,*Oc1c(C)cc(*)cc1-c1ccccc1,0,2,0,1,0,182.222
P040294,0.7410116653279262,*CC(*)(CC(=O)OC)C(=O)OC,2,0,2,5,0,158.15299999999996
P432661,0.7403250773069698,*c1ccc(Oc2ccc3c(c2)C(=O)N(*)C3=O)cc1,0,2,1,0,0,237.21399999999997
P020046,0.7398980628976682,*CC(*)c1ccc(C(C)(C)C)cc1,0,1,0,6,0,160.26
P040074,0.7395779711166433,*CC(*)(C)C(=O)OCCc1ccccc1,1,1,1,5,0,190.24200000000002
P200010,0.7384958356869593,*C1CCCC(S(*)(=O)=O)C1,0,0,0,6,0,146.21099999999998
P060017,0.7382379294202783,*CC(*)C=C,0,0,0,2,0,54.09199999999999
P490010,0.736834056697877,*CC(=O)C(*)c1ccc(C(C)(C)C)cc1,0,1,0,6,0,188.26999999999998
P392642,0.736139665842662,*CC(C)(C)COC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,1,2,1,5,0,310.349
P100349,0.7354514671403727,*Nc1ccc(NC(=O)CCCCC(*)=O)cc1,0,1,0,4,0,218.25599999999997
P330138,0.733345986824582,*CC(*)NC=O,0,0,0,2,0,71.07900000000001
P034603,0.7322482966191254,*CC(*)OC(=O)CC1CCCC1,1,0,1,8,0,154.20899999999997
P342451,0.7321637000831764,*CC(*)(C)C(=O)Nc1ccc(C(=O)/C=C/c2ccc(OC)cc2)cc1,0,2,1,4,0,321.376
P050018,0.730123595220215,*CC(*)C(F)(F)C(F)(F)F,0,0,0,4,0,146.058
P210022,0.7300627815666204,*CCc1ccc(*)c(Br)c1,0,1,0,2,0,183.048
P020137,0.7297823880031313,*CC(*)c1cc(Br)ccc1OCC,0,1,1,4,0,227.10099999999997
P090046,0.7293982777333223,*CCCCCC(=O)S*,0,0,0,5,0,130.212
P050034,0.728971790616342,*CC(F)(F)/C(F)=C(/*)Cl,0,0,0,2,0,142.507
P462465,0.7287286720678344,*CCN(*)C(=O)c1cc(F)ccc1F,0,1,0,2,0,183.15699999999998
P462466,0.7287286326957255,*CCN(*)C(=O)c1ccc(F)cc1F,0,1,0,2,0,183.15699999999995
P370619,0.7284562260422766,*CCOCCC(=O)O*,0,0,1,4,0,116.11599999999999
P090049,0.7277930821129276,*CCCCCCOC(=O)CCC(=O)O*,1,0,1,8,0,200.23399999999995
P090051,0.7277930642441974,*CCCCOC(=O)CCCCC(=O)O*,1,0,1,8,0,200.23399999999995
P100080,0.7269253437057386,*CCCCCCNC(=O)CCC(C)CC(=O)N*,0,0,0,11,0,240.34699999999998
P100691,0.726433439082192,*NC(CCC(=O)OCCC)C(*)=O,1,0,1,6,0,171.19599999999997
P040052,0.7262613972778469,*CC(*)(C)C(=O)OCCCC,1,0,1,7,0,142.19799999999998
P470026,0.7259109381283888,*O[Si](*)(C)CCCC(=O)OCCCC,1,0,1,8,0,202.32599999999996
P080086,0.7245668755365406,*SC1CCCC(*)C1,0,0,0,6,0,114.21300000000001
P090175,0.7236878934247855,*OC(C)CC(*)=O,0,0,0,3,0,86.08999999999999
P030177,0.7235882750249296,*CC(*)(CC(=O)OCCCCCCC)C(=O)OCCCCCCC,2,0,2,17,0,326.4770000000001
P392645,0.7231582433913026,*Oc1ccccc1C(=O)OC(=O)c1ccccc1OC(=O)CCCC(*)=O,3,2,2,3,0,354.31400000000025
P070079,0.7225095538976525,*Oc1c(OC)cc(*)cc1OC,0,1,2,2,0,152.14899999999997
P070031,0.7221899721336158,*CC(COCCCCCC)O*,0,0,1,9,0,158.241
P020189,0.7213447158961456,*CC(*)c1ccc2ccccc2c1,0,2,0,2,0,154.212
P430074,0.7208214926467724,*CCCCC(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(*)C3=O)cc1,2,2,2,4,0,365.3410000000001
P402034,0.7206054395478381,*NC(CCC(=O)OCc1ccc(F)cc1)C(*)=O,1,1,1,4,0,237.23
P020141,0.7203149538868303,*CC(*)c1cc(Br)ccc1OCCCCC,0,1,1,7,0,269.18199999999996
P150015,0.7200186187648077,*Oc1ccc(C(C)(CC)c2ccc(OC(*)=O)cc2)cc1,0,2,1,4,0,268.312
P382331,0.7198885448762029,*c1cc(CC(=O)OCC)c(*)s1,1,0,1,3,0,168.21699999999998
P332308,0.7197013105161636,*/C=C/C(*)(C)c1ccccc1,0,1,0,2,0,130.18999999999997
P160019,0.7188085240938813,*CCN(*)C(=O)c1ccc2ccccc2c1,0,2,0,2,0,197.237
P322137,0.7187163505553054,*CCC(*)(C)c1ccccc1,0,1,0,4,0,132.20599999999996
P010014,0.7181592696626349,*CC(*)(C)C,0,0,0,4,0,56.10799999999999
P060004,0.7178163331368577,*/C=C/C(C)C*,0,0,0,3,0,68.119
P060003,0.7178163331368577,*/C=C/C(C)C*,0,0,0,3,0,68.119
P482005,0.7176692129798402,*N=P(*)(CCC)CCC,0,0,0,6,0,131.15900000000002
P034238,0.7176196452667221,*CC(*)CNc1ccc([N+](=O)[O-])cn1,0,0,0,3,0,179.17899999999997
P450037,0.7172265855731296,*OC(C)COC(*)=O,0,0,1,3,0,102.08899999999998
P090042,0.7158229300816699,*CCOC(=O)c1ccc2ccc(C(=O)O*)cc2c1,1,2,1,2,0,242.22999999999996
P090043,0.7158228785422245,*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1,2,1,2,0,242.22999999999996
P130249,0.7153673555220843,*C(=O)NCCNC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,0,2,0,2,0,335.31900000000013
P100077,0.7153122833431858,*CCCCCCCCCCNC(=O)/C=C(\C)C(=O)N*,0,0,0,11,0,266.385
P150034,0.7141338317323547,*Oc1ccc(C(CCC)(CCC)c2ccc(OC(*)=O)cc2)cc1,0,2,1,7,0,310.39300000000003
P040049,0.7134017775094954,*CC(*)(C)C(=O)OCC,1,0,1,5,0,114.14399999999998
P100800,0.7131246474458675,*Nc1ccc(NC(=O)CCCCCC(*)=O)cc1,0,1,0,5,0,232.28299999999996
P342132,0.7131136800877276,*CC(*)(C)C(=O)NC(C)c1cccc2ccccc12,0,2,0,5,0,239.318
P470025,0.7130513824069202,*O[Si](*)(C)CCCC(=O)OCC,1,0,1,6,0,174.272
P070033,0.7119715025251672,*CC(COc1ccccc1)O*,0,1,1,3,0,150.17699999999996
P452056,0.7119651214061424,*Oc1ccc(C(C)(C)c2ccc(OC(=O)OCCCOC(*)=O)cc2)cc1,0,2,3,6,0,356.3740000000001
P010097,0.7113037273006344,*CC/C=C(/*)C(C)C,0,0,0,5,0,96.17299999999999
P180033,0.710534521441373,*N=P(*)(Cl)Cl,0,0,0,0,0,115.887
P370309,0.7103065591148892,*OC(C)COC(C)COC(=O)c1ccc(C(*)=O)cc1,1,1,2,6,0,264.277
P373255,0.7090344295734724,*Oc1c(C)cc(C(=O)c2ccc(*)cc2)cc1C,0,2,0,2,0,224.259
P160044,0.7067462699233519,*CCN(*)C(=O)CCC(=O)OC,1,0,1,5,0,157.16899999999998
P390202,0.7066013520192069,*CCCCOC(=O)/C=C/C(=O)O*,1,0,1,4,0,170.16399999999996
P390201,0.7066013520192069,*CCCCOC(=O)/C=C/C(=O)O*,1,0,1,4,0,170.16399999999996
P070077,0.7064226948962558,*Oc1c(C)cc(*)cc1C(C)CCC,0,1,0,6,0,176.25899999999993
P070021,0.7057504378000063,*CC(COC)O*,0,0,1,4,0,88.106
P090016,0.7054661377755782,*CCOC(=O)CCCCCCCC(=O)O*,1,0,1,9,0,214.26099999999994
P090052,0.7054661314340662,*CCCCCOC(=O)CCCCC(=O)O*,1,0,1,9,0,214.26099999999994
P090014,0.7054660773777439,*CCCOC(=O)CCCCCCC(=O)O*,1,0,1,9,0,214.26099999999994
P320002,0.7051111853466294,*CC(*)c1ccc(/C(Cc2ccccc2)=N/O)cc1,0,2,0,3,0,237.30200000000002
P200009,0.7048583501915964,*C1CCCCC1S(*)(=O)=O,0,0,0,6,0,146.21099999999998
P100682,0.7041064895255555,*NC(CCC(=O)OCCCC)C(*)=O,1,0,1,7,0,185.22299999999996
P180003,0.7039859676660942,*N=P(*)(OCCC)OCCC,0,0,0,6,0,163.15699999999998
P040228,0.7039344392588638,*CC(*)(C)C(=O)OCCCCC,1,0,1,8,0,156.22499999999997
P342491,0.7037763300704243,*CC(*)(C)C(=O)OCc1ccc(Cl)cc1,1,1,1,4,0,210.66
P190001,0.7030807701621299,*CCC(*)=O,0,0,0,2,0,56.064
P020138,0.7018576784132124,*CC(*)c1cc(Br)ccc1OC,0,1,1,3,0,213.07399999999998
P050035,0.7009534625264695,*/C=C(\F)C(F)(F)C*,0,0,0,2,0,108.06200000000001
P392646,0.7008312983069291,*Oc1ccccc1C(=O)OC(=O)c1ccccc1OC(=O)CCCCC(*)=O,3,2,2,4,0,368.3410000000003
P010024,0.70008303905827,*CC(*)CC1CCCC1,0,0,0,8,0,110.2
P360033,0.6991769338446121,*CC(C)/C=C(/*)C,0,0,0,4,0,82.146
P342452,0.6982780264560655,*CC(*)(CCC)C(=O)OC,1,0,1,6,0,128.17099999999996
P180040,0.6981784468166132,*N=P(*)(C)C,0,0,0,2,0,75.051
P150085,0.696045000199192,*Oc1ccc(C(C)(CC)c2ccc(OC(*)=S)cc2)cc1,0,2,1,4,0,284.38
P342006,0.6949241133265858,*CC(*)(C)C(=O)OCCCCc1ccccc1,1,1,1,7,0,218.296
P010091,0.6943182183298053,*CC(*)C1CCCC(C)C1,0,0,0,9,0,124.22699999999999
P462070,0.6942542812003629,*c1[nH]c(*)c(OC)c1OC,0,0,2,2,0,125.12699999999998
P030098,0.693981523636112,*CC(*)C(=O)c1ccc(C(C)(C)C)cc1,0,1,0,6,0,188.26999999999998
P370607,0.693722393563875,*CC(CSC)O*,0,0,0,4,0,104.17399999999998
P342005,0.6936466065292789,*CC(*)(C)C(=O)OCCCOc1ccc(-c2ccc(C#N)cc2)cc1,1,2,2,6,0,321.376
P090542,0.6934959700564463,*CCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1,2,1,3,0,256.25699999999995
P100193,0.6932913993178282,*CCNC(=O)CCCCC(=O)N*,0,0,0,6,0,170.21200000000002
P100138,0.692792128809722,*Cc1cc(C)c(CNC(=O)c2ccc(C(=O)N*)cc2)cc1C,0,2,0,4,0,294.35400000000004
P100688,0.6912468807006499,*NC(CCC(=O)OCC)C(*)=O,1,0,1,5,0,157.16899999999998
P039005,0.6911465454220348,*CC(*)N1CCCC1=O,0,0,0,5,0,111.14399999999999
P090598,0.6909211716370808,*OC(C)COC(=O)c1ccccc1C(*)=O,1,1,1,3,0,206.19699999999997
P312024,0.6908637710075654,*C1C2CCC(C2)C1*,0,0,0,7,0,94.15699999999998
P040274,0.6903867697096497,*CC(*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,2,2,2,5,0,310.349
P030046,0.6896345981534271,*CC(*)(C)OC,0,0,1,4,0,72.107
P462471,0.6886670867356521,*CCN(*)C(=O)c1ccc(F)c(F)c1F,0,1,0,2,0,201.14699999999993
P390393,0.6881366365025026,*OC1CCC(OC(=O)C(*)=O)CC1,1,0,1,6,0,170.16399999999996
P150017,0.6879792062160266,*Oc1ccc(C(C)(CCC)c2ccc(OC(*)=O)cc2)cc1,0,2,1,5,0,282.339
P462103,0.6855969023248809,*N=P(*)(C)CCCC,0,0,0,5,0,117.132
P380029,0.6854773638750578,*c1cc(C)c(*)s1,0,0,0,1,0,96.154
P322111,0.6851705605068925,*CC(*)c1ccc(OCCOCCOC(C)=O)cc1,1,1,3,7,0,250.29399999999995
P470141,0.6841352334683294,*Cc1ccccc1C[Si](*)(C)C,0,1,0,4,0,162.308
P070078,0.6840957698320116,*Oc1c(C)cc(*)cc1C(C)CCCC,0,1,0,7,0,190.28599999999992
P330076,0.6837846224628555,*CC(*)N1CCCC1=S,0,0,0,5,0,127.21199999999999
P090101,0.6831392076577978,*CCCCCCOC(=O)CCCCC(=O)O*,1,0,1,10,0,228.28799999999993
P090020,0.6831391687146169,*CCOC(=O)CCCCCCCCC(=O)O*,1,0,1,10,0,228.28799999999993
P400269,0.6822270139448309,*Nc1ccc(Br)cc1-c1ccc(NC(=O)c2ccc(C(*)=O)cc2)cc1,0,3,0,0,0,393.2400000000001
P100681,0.6817795807570549,*NC(CCC(=O)OCCCCC)C(*)=O,1,0,1,8,0,199.24999999999994
P040056,0.6816075789993389,*CC(*)(C)C(=O)OCCCCCC,1,0,1,9,0,170.25199999999995
P070089,0.6787518350795322,*CCOCO*,0,0,1,3,0,74.079
P040010,0.6779416875954197,*CC(*)C(=O)OC(C)(C)C,1,0,1,6,0,128.17099999999996
P390342,0.6778307610961719,*CCC(C)CC(=O)O*,0,0,0,5,0,114.14399999999999
P342425,0.6772871827838529,*CC(*)C(=O)Nc1ccc(C(=O)/C=C/c2ccc(Br)cc2)cc1,0,2,0,2,0,356.219
P020143,0.6766531300814234,*CC(*)c1cc(C)cc(C)c1,0,1,0,4,0,132.206
P030181,0.676226394803833,*CC(*)P(=O)(OCC)N(C)C,0,0,0,6,0,163.15699999999998
P010092,0.6760447882800276,*CC(*)C1CCC(C)CC1,0,0,0,9,0,124.22699999999999
P462446,0.6748014456040565,*CCN(*)C(=O)C1(c2ccc(Cl)cc2)CCC1,0,1,0,6,0,235.71399999999994
P090541,0.6711691336321381,*CCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1,2,1,4,0,270.284
P070428,0.6708594436091244,*OC1CCCCC1*,0,0,0,6,0,98.145
P382457,0.6702585585684129,*Nc1cnc(*)s1,0,0,0,0,0,98.13
P322004,0.669978139900131,*CC(*)c1cc(OC)c(OC(C)=O)c(OC)c1,1,1,3,5,0,222.23999999999998
P472110,0.6682780151845429,*O[Si](*)(c1ccccc1)c1ccc(OC(C)(C)C)cc1,0,2,1,4,0,270.40399999999994
P040048,0.6679925611001738,*CC(*)(C)C(=O)OC,1,0,1,4,0,100.11699999999998
P452050,0.6677704558025122,*OC1CCCCC1OC(*)=O,0,0,1,6,0,142.154
P070424,0.6677432788854414,*CC(COc1ccc(O*)cc1)OC(C)=O,1,1,2,4,0,208.21299999999997
P470024,0.6676421269371057,*O[Si](*)(C)CCCC(=O)OC,1,0,1,5,0,160.245
