PID,score,SMILES,Ester_Groups,Benzene_Rings,Ether_Groups,Alkyl_Carbons,Hydroxyl_Groups,Mol_Weight
P020064,0.6673966082451797,*CC(*)c1ccc(/C(C)=N/O)cc1,0,1,0,3,0,161.204
P020133,0.6667922140064786,*CC(*)c1cc(Cl)ccc1Cl,0,1,0,2,0,173.042
P020126,0.6667922127397858,*CC(*)c1ccc(Cl)cc1Cl,0,1,0,2,0,173.042
P372003,0.6660749429997238,*CC(COc1ccc(-c2ccc(OC)cc2)cc1)O*,0,2,2,4,0,256.301
P462369,0.6656461295509895,*c1[nH]c2ccccc2c1*,0,1,0,0,0,115.13499999999998
P372349,0.6646547708769519,*CCOCCOc1ccc(/C=C(\C)c2ccc(O*)cc2)cc1,0,2,2,5,0,296.366
P030116,0.6641811092859009,*CC(*)OC(=O)C1CCCCC1,1,0,1,8,0,154.20899999999997
P100001,0.6624792653573336,*CCC(=O)N*,0,0,0,2,0,71.079
P372261,0.6617686939159155,*Oc1c(C)cc(*)cc1C(C)CCCCC,0,1,0,8,0,204.3129999999999
P090424,0.6608123319422309,*CCCCOC(=O)CCCCCCCC(=O)O*,1,0,1,11,0,242.3149999999999
P392661,0.6608122320746104,*CCCCCCCCCOC(=O)CCC(=O)O*,1,0,1,11,0,242.31499999999997
P100686,0.6594526918883499,*NC(CCC(=O)OCCCCCC)C(*)=O,1,0,1,9,0,213.27699999999993
P180004,0.6593320843980738,*N=P(*)(OCCCC)OCCCC,0,0,0,8,0,191.21099999999996
P180005,0.6593320627347751,*N=P(*)(OCCC)OCCCCC,0,0,0,8,0,191.21099999999996
P332170,0.6589394355527813,*/C=C/C1CC(*)C(C#N)(CCC)C1,0,0,0,8,0,161.24799999999996
P140019,0.6582135701936138,*OC(=O)CCCCCCCCC(*)=O,0,0,0,8,0,184.23499999999996
P372170,0.6581242285542735,*CCOCCOC(=O)O*,0,0,2,4,0,132.11499999999998
P370609,0.6577977825639505,*CC(CSCCC)O*,0,0,0,6,0,132.22799999999998
P312031,0.6571035540499158,*C1C2CC(C)C(C2)C1*,0,0,0,8,0,108.18399999999998
P070561,0.6570188045169737,*CCOCC(=O)O*,0,0,1,3,0,102.08899999999998
P372809,0.6567920215753822,*CC(OO*)c1ccc(Br)cc1,0,1,0,2,0,215.046
P382347,0.6567573508178917,*c1cc(CCCCCCOC(=O)Cc2ccccc2)c(*)s1,1,1,1,7,0,300.423
P100151,0.655056182713668,*c1ccc(NC(=O)CCCCC(=O)Nc2ccc(S(*)(=O)=O)cc2)cc1,0,2,0,4,0,358.41900000000004
P040195,0.6546116580670904,*CC(*)C(=O)Oc1ccccc1C(C)(C)C,1,1,1,6,0,204.26899999999995
P342151,0.6536240978204602,*CC(*)(CCCCC)C(=O)OC,1,0,1,8,0,156.225
P402185,0.6535594709076873,*NNC(=O)c1ccc(C(*)=O)cc1OCC,0,1,1,2,0,206.20099999999996
P522021,0.6533398820305847,*CC(*)(F)C(=O)OCCC,1,0,1,5,0,132.134
P040264,0.6533354969635301,*CC(*)(C#N)C(=O)OCCCC,1,0,1,6,0,153.18099999999998
P074419,0.6510995100929444,*CCc1ccc(*)o1,0,0,0,2,0,94.11299999999999
P060013,0.6509961935353776,*C1C=CC(*)CC1,0,0,0,4,0,80.13000000000001
P070379,0.6508367649232396,*CC(C)CO*,0,0,0,4,0,72.107
P040053,0.6498531277909135,*CC(*)(C)C(=O)OC(C)CC,1,0,1,7,0,142.19799999999998
P500034,0.649664856461756,*C/C=C(\C)C(C)S(*)(=O)=O,0,0,0,4,0,146.21099999999998
P370067,0.6493207041179276,*C1CCOC1*,0,0,1,4,0,70.091
P050040,0.6491509310014927,*CC(*)CCI,0,0,0,4,0,182.004
P340016,0.6489926952907424,*CC(*)(C)C(=O)OCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,1,2,2,8,0,349.43
P090540,0.6488421642202207,*CCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1,2,1,5,0,284.31100000000004
P100002,0.6486375363913562,*CCCCNC(=O)CCCCC(=O)N*,0,0,0,8,0,198.26599999999996
P030040,0.6484154710156582,*CC(*)OC=O,0,0,1,2,0,72.063
P020142,0.6473756211042947,*CC(*)c1cc(Br)ccc1OCCC(C)C,0,1,1,7,0,269.18199999999996
P020125,0.6473679662387836,*CC(*)c1ccc(Cl)cc1C,0,1,0,3,0,152.624
P074566,0.6472801506214835,*CC(COc1ccc(S(=O)(=O)c2ccc(O*)cc2)cc1)OC(C)=O,1,2,2,4,0,348.3760000000001
P070574,0.6471369825165277,*Oc1cccc(NC(=O)CCCCC(=O)Nc2ccc(*)cc2)c1,0,2,0,4,0,310.353
P094598,0.6470743985388594,*OC(C)CCCCC(*)=O,0,0,0,6,0,128.171
P170005,0.6463538209038378,*CCC[Si](*)(C)c1ccccc1,0,1,0,4,0,162.308
P030129,0.6463120383896921,*CC(*)OC(=O)C(F)(F)C(F)(F)F,1,0,1,4,0,190.06699999999998
P090515,0.6458711355940445,*CCC(C)CCC(=O)O*,0,0,0,6,0,128.171
P100170,0.6458377008818601,*NC(CCC(=O)OC)C(*)=O,1,0,1,4,0,143.142
P020147,0.6457534880877644,*CC(*)c1ccc(Cl)c(F)c1,0,1,0,2,0,156.587
P462463,0.6456341036224685,*CCN(*)C(=O)c1ccc(F)c(F)c1,0,1,0,2,0,183.15699999999995
P030011,0.6452334530292066,*CC(*)(C)C#N,0,0,0,3,0,67.091
P219039,0.6450401460719618,*C1c2cccc3cccc(c23)C1*,0,2,0,2,0,152.19599999999997
P402186,0.6440922477044535,*NNC(=O)c1ccc(C(*)=O)cc1OCCCCC,0,1,1,5,0,248.28199999999993
P020146,0.6433366119110815,*CC(*)c1ccc(Cl)c(Cl)c1,0,1,0,2,0,173.042
P040073,0.6426799692914276,*CC(*)(C)C(=O)OCc1ccccc1,1,1,1,4,0,176.215
P462570,0.6426715321482588,*CCN(*)C(=O)C1CC1,0,0,0,5,0,111.14399999999998
P460065,0.641991791633824,*Nc1ccc(*)cc1C,0,1,0,1,0,105.13999999999999
P462104,0.6409429926534675,*N=P(*)(C)CCCCCC,0,0,0,7,0,145.186
P020193,0.6405906711939837,*CC(*)n1cc2ccccc2n1,0,1,0,2,0,144.17699999999996
P040320,0.6404759492220823,*CC(*)(C#N)C(=O)OCC,1,0,1,4,0,125.12699999999998
P400135,0.640385005175192,*Nc1cccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(*)=O)c2)c1,0,3,0,0,0,357.3690000000001
P100187,0.6401523128124686,*CCCC(=O)N*,0,0,0,3,0,85.106
P402038,0.6395751375448224,*/N=N/c1ccc(NC(=O)CCC(=O)Nc2ccc(*)cc2)cc1,0,2,0,2,0,294.31399999999996
P070391,0.6392150638258365,*CC1CC(*)OCO1,0,0,2,5,0,100.11699999999999
P472101,0.6391409731780902,*CC(C[Si](*)(C)C)c1ccccc1,0,1,0,5,0,176.335
P312022,0.638498321463898,*C1CCC(*)C1,0,0,0,5,0,68.11900000000001
P090022,0.6384853983631674,*CCCCOC(=O)CCCCCCCCC(=O)O*,1,0,1,12,0,256.3419999999999
P100822,0.6379884465851666,*CCCCCCNC(=O)CCCCC(=O)NCC(=O)N*,0,0,0,11,0,283.37199999999996
P040059,0.636953691991059,*CC(*)(C)C(=O)OCCCCCCCC,1,0,1,11,0,198.30599999999993
P100089,0.6368395653573602,*CCCCNC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)N*)cc2)cc1,0,2,0,8,0,350.462
P332171,0.636612526668429,*/C=C/C1CC(*)C(C#N)(CCCC)C1,0,0,0,9,0,175.27499999999995
P080005,0.6359458301759371,*CCSS*,0,0,0,2,0,92.18799999999999
P370611,0.6354707954935133,*CC(CSCCCC)O*,0,0,0,7,0,146.25499999999997
P030097,0.6353561710292378,*CC(*)C(=O)c1ccc(Br)c(OC)c1,0,1,1,3,0,241.08399999999997
P380093,0.6351023513847069,*c1ccc([Si](*)(C)C)s1,0,0,0,2,0,140.283
P070090,0.6340979508148641,*CCCCOCO*,0,0,1,5,0,102.133
P180002,0.6336128114375319,*N=P(*)(OCC)OCC,0,0,0,4,0,135.103
P332026,0.6332704394148485,*/C=C/C1CC(*)C(C(=O)OC)C1,1,0,1,6,0,152.19299999999996
P382205,0.6332420420974402,*CC(SS*)c1ccccc1,0,1,0,2,0,168.28600000000003
P470133,0.6329093478624563,*Cc1ccccc1[Si](*)(C)C,0,1,0,3,0,148.28099999999998
P210021,0.6328267880968501,*CCc1ccc(*)c(Cl)c1,0,1,0,2,0,138.597
P100161,0.6327293664650155,*c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(S(*)(=O)=O)cc2)cc1,0,2,0,5,0,372.4460000000001
P462469,0.6326827704034662,*CCN(*)C(=O)c1c(F)ccc(F)c1F,0,1,0,2,0,201.14699999999996
P094574,0.6319421815394219,*CCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2C)c(C)c1,1,2,1,4,0,296.322
P510056,0.6319062676123761,*c1ccc(*)c(C(=O)c2ccc(F)cc2)c1,0,2,0,0,0,198.19599999999997
P500040,0.6315932846807517,*C1C2CCC(C2)C1S(*)(=O)=O,0,0,0,7,0,158.22199999999998
P040114,0.6311968591087284,*CC(*)(C)C(=O)OCCN(CC)CC,1,0,1,9,0,185.26699999999997
P100367,0.6302680642649079,*Nc1ccc(Cc2ccc(NC(=O)CCCCCCCC(*)=O)cc2)cc1,0,2,0,8,0,350.46200000000005
P500007,0.6302655443330221,*OS(=O)(=O)c1cc(C)c(*)c(C)c1,0,1,0,2,0,184.21599999999998
P020121,0.6289216327861564,*CC(*)c1c(Cl)cccc1Cl,0,1,0,2,0,173.04199999999997
P342511,0.6278834753418432,*CC(*)(C)C(=O)OCCOc1ccc(/N=N/c2ccc(OC)cc2)cc1,1,2,3,6,0,340.3790000000001
P372002,0.6276424102412577,*CC(COc1ccc(-c2ccc(C#N)cc2)cc1)O*,0,2,1,3,0,251.285
P372525,0.6275588213997847,*N1CCOC1(*)CC,0,0,1,5,0,99.133
P050042,0.626824028211154,*CC(*)CCCI,0,0,0,5,0,196.031
P322011,0.6266895253260287,*CC(*)c1ccccc1Br,0,1,0,2,0,183.04799999999997
P090539,0.6265153487226347,*CCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1,2,1,6,0,298.338
P044520,0.62632142367182,*CC(*)(C#N)C(=O)OCC(C)C,1,0,1,6,0,153.18099999999998
P100003,0.6263105888214691,*CCCCCNC(=O)CCCCC(=O)N*,0,0,0,9,0,212.29299999999998
P090192,0.6262095932861536,*Oc1ccc(OC(=O)CCCCC(*)=O)cc1,1,1,1,4,0,220.22399999999996
P342613,0.6259013168824823,*CC(*)(C)C(=O)Oc1ccc(/C=C/c2ccccc2)cc1,1,2,1,3,0,264.324
P380140,0.6254811965856388,*c1cc(CCCC)c(*)s1,0,0,0,4,0,138.23499999999999
P100186,0.6249934549471858,*NC(C)CC(*)=O,0,0,0,3,0,85.106
P070583,0.6248101382482296,*Oc1cccc(NC(=O)CCCCCC(=O)Nc2ccc(*)cc2)c1,0,2,0,5,0,324.38
P312001,0.6247211159445965,*CC(*)C1CCCCC1C,0,0,0,9,0,124.22699999999999
P020145,0.6239123952905454,*CC(*)c1ccc(Cl)c(C)c1,0,1,0,3,0,152.624
P100118,0.6238131246692395,*Nc1cccc2c(NC(=O)c3cccc(C(*)=O)c3)cccc12,0,3,0,0,0,288.30600000000004
P034237,0.6237081990924236,*CC(*)CNc1ccc([N+](=O)[O-])cc1,0,1,0,3,0,178.19099999999997
P332169,0.623586037045626,*/C=C/C1CC(*)C(C#N)(CC)C1,0,0,0,7,0,147.22099999999998
P372473,0.6230602668664456,*OC(=O)OC1COC2C(*)COC12,0,0,3,6,0,172.136
P030109,0.6217985541649689,*CC(*)OC(=O)CCCC(=O)c1ccccc1,1,1,1,5,0,218.252
P462203,0.6216328767957676,*c1cn(*)c2ccccc12,0,1,0,0,0,115.13499999999996
P462464,0.6205365884874319,*CCN(*)C(=O)c1cccc(F)c1F,0,1,0,2,0,183.15699999999993
P100439,0.6205250611844295,*NC(CCC(=O)OCc1ccccc1)C(*)=O,1,1,1,4,0,219.24
P390227,0.6187157630659001,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccccc2)cc1C,1,3,1,1,0,362.4060000000001
P450040,0.618406761146816,*OC1CCC(OC(*)=O)CC1,0,0,1,6,0,142.15399999999997
P522020,0.6181533480316117,*CC(*)(F)C(=O)OCC,1,0,1,4,0,118.10699999999999
P070565,0.6180815951288852,*CCOCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,1,2,2,4,0,312.3210000000001
P020130,0.6177544737365923,*CC(*)c1cc(C)ccc1C,0,1,0,4,0,132.206
P020122,0.6177544380603159,*CC(*)c1ccc(C)cc1C,0,1,0,4,0,132.206
P452029,0.6176447487001087,*Oc1ccc(C(C)(C)c2ccc(OC(=O)SCCCSC(*)=O)cc2)cc1,0,2,1,6,0,388.51000000000016
P170006,0.6167419134287113,*C[Si](*)(C)C,0,0,0,3,0,72.18299999999999
P322025,0.6166647111363897,*CC(*)c1cccc(Br)c1,0,1,0,2,0,183.048
P030035,0.6164222429622512,*CC(*)O[N+](=O)[O-],0,0,0,2,0,89.04999999999998
P210024,0.6161064401382419,*CCc1ccc(*)c2ccccc12,0,2,0,2,0,154.212
P332014,0.6154549007494332,*/C(=C(/*)c1ccc(C(C)(C)C)cc1)c1ccccc1,0,2,0,4,0,234.34200000000004
P170001,0.6150580758282035,*O[Si](C)(C)Oc1ccc(C(C)(C)c2ccc(*)cc2)cc1,0,2,0,5,0,284.431
P100690,0.6147987961551741,*NC(CCC(=O)OCCCCCCCC)C(*)=O,1,0,1,11,0,241.3309999999999
P180006,0.6146782417906356,*N=P(*)(OCCCCC)OCCCCC,0,0,0,10,0,219.26499999999996
P090288,0.6141674463613199,*OC(C)COC(=O)c1cccc(C(*)=O)c1,1,1,1,3,0,206.19699999999997
P210008,0.6134025711689537,*CCc1ccc(*)c(C)c1,0,1,0,3,0,118.17899999999997
P370612,0.6131438530186955,*CC(CSCCCCC)O*,0,0,0,8,0,160.28199999999998
P070337,0.6126639406650196,*CCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O*)cc2)cc1,1,2,1,6,0,324.376
P134415,0.6124520725676581,*C1C(=O)N(c2ccccc2C)C(=O)C1*,0,1,0,3,0,187.19799999999995
P070091,0.6117709403903733,*CCCCCOCO*,0,0,1,6,0,116.16
P020156,0.6102303443738959,*CC(*)c1cccc2ccccc12,0,2,0,2,0,154.212
P432610,0.6088805830721156,*CC(c1ccccc1)C1C(=O)N(C)C(=O)C1*,0,1,0,5,0,215.25199999999995
P040338,0.6086816240221586,*CC(*)(C#N)C(=O)OCCCCCC,1,0,1,8,0,181.23499999999996
P340035,0.6068670313548492,*CC(*)C(=O)n1c2ccccc2c2ccccc21,0,2,0,2,0,221.259
P030178,0.6065872309759918,*CC(*)OC(=O)C1CCCC1,1,0,1,7,0,140.182
P020144,0.604488164797606,*CC(*)c1ccc(C)c(C)c1,0,1,0,4,0,132.206
P392156,0.6041883005812843,*CCCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1,2,1,7,0,312.36500000000007
P100005,0.6039837161082509,*CCCCCCNC(=O)CCCCC(=O)N*,0,0,0,10,0,226.31999999999996
P040273,0.603586643444751,*CC(*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,2,2,2,3,0,282.29499999999996
P050016,0.6031414296326865,*C(F)(F)C(*)(F)C(F)(F)F,0,0,0,3,0,150.021
P340131,0.6026158578667349,*CC(*)(C)C(=O)OCCc1ccc(/N=N/c2ccccc2)cc1,1,2,1,5,0,294.35400000000004
P070587,0.6024831620757625,*Oc1cccc(NC(=O)CCCCCCC(=O)Nc2ccc(*)cc2)c1,0,2,0,6,0,338.407
P370608,0.6021661375939845,*CC(CSCC)O*,0,0,0,5,0,118.20099999999998
P460166,0.6021160950095827,*Nc1ccc(*)cc1OC,0,1,1,1,0,121.13899999999998
P472031,0.6016999095681558,*CCCCC[Si](*)(C)c1ccccc1,0,1,0,6,0,190.36200000000002
P342582,0.6000478480619197,*CC(*)(C)C(=O)OCCN(CC)c1ccccc1,1,1,1,7,0,233.311
P090177,0.5995430334409819,*CCC(=O)O*,0,0,0,2,0,72.063
P080010,0.5994899532197489,*CC(CC)S*,0,0,0,4,0,88.17499999999998
P040071,0.5992799181367945,*CC(*)(C)C(=O)Oc1ccccc1,1,1,1,3,0,162.188
P370616,0.5984389057585129,*CC(CS(=O)(=O)C(C)C)O*,0,0,0,6,0,164.22599999999997
P040156,0.5982064811191947,*CC(*)(Cl)C(=O)OCCC,1,0,1,5,0,148.58899999999997
P070394,0.5981782873381788,*CC1CC(*)OC(CCC)O1,0,0,2,8,0,142.19799999999998
P332127,0.5979726140735316,*CC(*)N,0,0,0,2,0,43.068999999999996
P462003,0.5966531900087055,*Nc1cccc2c(N[Se]*)cccc12,0,2,0,0,0,235.148
P100004,0.595498449791731,*CCCCCC(=O)N*,0,0,0,5,0,113.16
P040159,0.5950667366509517,*CC(*)(C#N)C(=O)OC,1,0,1,3,0,111.09999999999998
P180001,0.5950140926329518,*N=P(*)(OC)OC,0,0,0,2,0,107.04899999999999
P070181,0.5940401814778287,*CCCNC(=O)CCCCC(=O)NCCCO*,0,0,0,10,0,242.31899999999996
P090023,0.5938317164744271,*CCCCCCOC(=O)CCCCCCCCC(=O)O*,1,0,1,14,0,284.3959999999999
P090011,0.5938315864261664,*CCCCCCCCCCOC(=O)CCCCC(=O)O*,1,0,1,14,0,284.39599999999996
P400245,0.5935904030503063,*Nc1cccc(/C=C/c2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)c1,0,3,0,0,0,340.38200000000006
P370653,0.5926589406454763,*COC(=O)OCC1OC(OCC)OC1*,0,0,5,7,0,204.17799999999997
P040152,0.5922998275185571,*CC(*)(C)C(=O)OCCCCCCCCCC,1,0,1,13,0,226.3599999999999
P070019,0.5920261299939927,*CC(CC)O*,0,0,0,4,0,72.10699999999999
P382006,0.5902290698918917,*c1cc(CCOC(=O)NCCCC)c(*)s1,0,0,1,6,0,225.31299999999996
P370519,0.5898900638555513,*CCCCOc1ccc(CCc2ccc(O*)cc2C)cc1,0,2,1,7,0,282.3829999999999
P090173,0.5893915269615199,*CCCCCCOC(=O)C(=O)O*,1,0,1,6,0,172.17999999999998
P174481,0.588944999195612,*C[Si](*)(CCC)CCC,0,0,0,7,0,128.291
P160002,0.5882482814452622,*CCN(*)C(C)=O,0,0,0,3,0,85.10599999999998
P090357,0.5880069204138203,*Oc1ccc(Cc2ccc(OC(=O)CCCCC(*)=O)cc2)cc1,1,2,1,5,0,310.34899999999993
P080055,0.5877755605154372,*CCC(=O)NCCCCCCNC(=O)CCS*,0,0,0,10,0,258.38699999999994
P150011,0.587066188210956,*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,0,2,1,3,0,254.28500000000003
P460049,0.5870087042479277,*c1ccc(*)[nH]1,0,0,0,0,0,65.075
P342453,0.5866433872859765,*CC(*)(CCCCCCCC)C(=O)OC,1,0,1,11,0,198.30599999999998
P332199,0.5865791076116647,*/C(C)=C(/*)[Ge](C)(C)C,0,0,0,4,0,156.772
P044522,0.5863547626737464,*CC(*)(C#N)C(=O)OCCCCCCC,1,0,1,9,0,195.26199999999994
P050015,0.5859276656243884,*CC(*)(F)C(F)(F)F,0,0,0,3,0,114.04100000000001
P040255,0.5852216668339781,*CC(*)(C)C(=O)Oc1ccc(CC#N)cc1,1,1,1,4,0,201.22499999999997
P070319,0.5851057244581014,*CCOCCOC(=O)c1ccccc1C(=O)O*,1,1,2,4,0,236.22299999999998
P030071,0.5842194851938682,*CC(*)OC(=O)c1ccc(C(C)(C)C)cc1,1,1,1,6,0,204.26899999999998
P462532,0.5840043303001705,*CCN(*)CCOCCOC,0,0,2,7,0,145.202
P400299,0.5827167403048215,*CCCCNC(=O)CC(=O)N*,0,0,0,5,0,156.185
P392157,0.5818614285894181,*CCCCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1,2,1,8,0,326.39200000000005
P100006,0.5816568467210816,*CCCCCCNC(=O)CCCCCC(=O)N*,0,0,0,11,0,240.34699999999995
P100012,0.5816567953355917,*CCCCCCCNC(=O)CCCCC(=O)N*,0,0,0,11,0,240.34699999999995
P380066,0.5808271961725431,*c1cc(CCCCCC)c(*)s1,0,0,0,6,0,166.28900000000002
P070576,0.5801562329699209,*Oc1cccc(NC(=O)CCCCCCCC(=O)Nc2ccc(*)cc2)c1,0,2,0,7,0,352.43399999999997
P400223,0.5791957575633608,*CCCCNC(=O)C(=O)N*,0,0,0,4,0,142.158
P380048,0.5773077010608665,*C1C=C(CCCCCC)C(*)S1,0,0,0,8,0,168.305
P090087,0.5772160763304085,*CCCC(=O)O*,0,0,0,3,0,86.08999999999999
P330042,0.5768800424959734,*CC(*)OC(=O)OCC(F)(F)F,0,0,2,4,0,170.08599999999996
P084418,0.5768311635589103,*CCc1ccc(*)s1,0,0,0,2,0,110.18099999999998
P372097,0.5763483575236533,*Oc1ccc(C(C)(C)c2ccc(Oc3cncc(*)n3)cc2)cc1,0,2,1,3,0,304.34900000000005
P040157,0.575879542656791,*CC(*)(Cl)C(=O)OCCCC,1,0,1,6,0,162.61599999999996
P370137,0.573806768716955,*OC(F)(C(*)(F)F)C(F)(F)F,0,0,0,3,0,166.01999999999998
P100011,0.5731715364590785,*CCCCCCC(=O)N*,0,0,0,6,0,127.187
P040265,0.5727441330941226,*CC(*)(F)C(=O)OC,1,0,1,3,0,104.07999999999998
P020185,0.572671985470186,*CC(*)c1ccc(C(=O)C(F)(F)F)cc1,0,1,0,3,0,200.15899999999996
P030080,0.5713474893311561,*CC(*)OCC(CC)CCCC,0,0,1,10,0,156.26899999999998
P070575,0.5708948864807519,*Oc1ccc(NC(=O)CCCCC(=O)Nc2ccc(*)cc2)cc1,0,2,0,4,0,310.353
P400095,0.5701450545928877,*NC(CCC(=O)OCCCCCCCCCC)C(*)=O,1,0,1,13,0,269.3849999999999
P070267,0.569959781208463,*CC(=O)OC(=O)COc1ccc(O*)cc1,2,1,2,2,0,208.169
P160004,0.5697844551762137,*CCN(*)C(=O)CCC,0,0,0,5,0,113.15999999999998
P070024,0.5696783613439096,*CC(CCCC)O*,0,0,0,6,0,100.16099999999999
P080021,0.5689650567532364,*CCCCCSS*,0,0,0,5,0,134.269
P080101,0.5678903034979419,*CC(S*)c1ccccc1,0,1,0,2,0,136.21899999999997
P090544,0.5677020907905128,*Oc1cc(C)cc(OC(=O)c2cccc(C(*)=O)c2)c1,1,2,1,1,0,254.24099999999999
P330047,0.5676744605415665,*/C(Cl)=C(/*)CCCC,0,0,0,4,0,116.591
P370501,0.567563167538893,*CCCCCOc1ccc(CCc2ccc(O*)cc2C)cc1,0,2,1,8,0,296.40999999999997
P370310,0.5671423017929159,*OC(F)(F)C(F)(F)C(*)(F)F,0,0,0,3,0,166.01999999999998
P100126,0.5669690285604357,*Nc1cccc(NC(=O)c2cccc(C(*)=O)c2)c1,0,2,0,0,0,238.246
P170031,0.5669057070562343,*O[Si](*)(C)C,0,0,0,2,0,74.155
P170031,0.5669057070562343,*O[Si](*)(C)C,0,0,0,2,0,74.155
P370322,0.5664071531471646,*COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,0,2,1,4,0,240.30200000000002
P030168,0.5660132737608361,*CC(*)c1cccs1,0,0,0,2,0,110.18099999999998
P160031,0.5659213161968837,*CCCN(*)C(C)=O,0,0,0,4,0,99.13299999999998
P470134,0.5656713610592756,*Cc1ccccc1[Si](*)(C)c1ccccc1,0,2,0,2,0,210.352
P382266,0.565437655691695,*c1cc(SCCCCCC)c(*)s1,0,0,0,6,0,198.356
P070032,0.564970597781978,*CC(O*)c1ccccc1,0,1,0,2,0,120.15099999999995
P390312,0.5647681236135151,*Oc1ccc(C(*)=O)cc1CCCCC,0,1,0,5,0,190.24199999999993
P332273,0.5645579998695408,*/C=C/C1CC(*)C(C(=O)Oc2ccccc2)C1,1,1,1,5,0,214.26399999999998
P462462,0.5645522786984566,*CCN(*)C(=O)c1c(F)cccc1F,0,1,0,2,0,183.15699999999998
P400136,0.5641431046154227,*Nc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(*)=O)c2)cc1,0,3,0,0,0,357.3690000000001
P080176,0.5639366921419604,*Cc1ccc(CSSS*)cc1,0,1,0,2,0,200.35300000000004
P030049,0.5634563964091077,*CC(*)OC(=O)C(F)(F)F,1,0,1,3,0,140.06
P392571,0.5633743934795867,*CCCCCCNC(=O)CCCC(=O)O*,0,0,0,9,0,213.27699999999996
P510055,0.5633089255905337,*c1ccc(*)c(C(=O)c2ccc(C)cc2)c1,0,2,0,1,0,194.23299999999998
P150084,0.5630925261437744,*Oc1ccc(C(C)(C)c2ccc(OC(*)=S)cc2)cc1,0,2,1,3,0,270.353
P040117,0.5630199548204209,*CC(*)(Cl)C(=O)OCC,1,0,1,4,0,134.56199999999998
P332184,0.5628144171241771,*CC(*)n1cncn1,0,0,0,2,0,95.10499999999999
P460229,0.5618111284118703,*N=P(*)(C)c1ccccc1,0,1,0,1,0,137.12199999999999
P340171,0.5616543176036831,*CC(*)C(=O)OCCn1c2ccccc2c2ccccc21,1,2,1,4,0,265.31200000000007
P020040,0.5612832021493153,*CC(*)c1cccc(F)c1,0,1,0,2,0,122.14199999999998
P040127,0.560935371019349,*CC(*)C(N)=O,0,0,0,2,0,71.079
P100203,0.560389776458901,*CCCCCNC(=O)CC(=O)N*,0,0,0,6,0,170.21200000000002
P020181,0.5598876762673743,*CC(*)(C)c1ccc(C)cc1,0,1,0,4,0,132.20599999999996
P040196,0.5596351977266989,*CC(*)C(=O)Oc1ccc(C(C)(C)C)cc1,1,1,1,6,0,204.26899999999998
P100015,0.5593299681062818,*CCCCCCCCNC(=O)CCCCC(=O)N*,0,0,0,12,0,254.37399999999997
P100007,0.5593299312281671,*CCCCCCNC(=O)CCCCCCC(=O)N*,0,0,0,12,0,254.37399999999994
P100013,0.5593299196175714,*CCCCCCCNC(=O)CCCCCC(=O)N*,0,0,0,12,0,254.37399999999994
P462459,0.5587469879787519,*CCN(*)C(=O)c1cccc(F)c1,0,1,0,2,0,165.16699999999994
P030103,0.5585715748726475,*CC(*)C(=O)c1ccc(C)c(C)c1,0,1,0,4,0,160.21599999999998
P210026,0.5582000672474935,*c1cccc(*)c1,0,1,0,0,0,76.098
P180029,0.5550261161103967,*N=P(*)(NCC)NCC,0,0,0,4,0,133.13500000000002
P090088,0.5548891583009936,*CCCCC(=O)O*,0,0,0,4,0,100.11699999999999
P360011,0.553861787702672,*/C(C)=C(/*)CCC,0,0,0,4,0,82.146
P422032,0.5538224258058754,*Nc1ccccc1CCc1ccc(NC(*)=O)cc1,0,2,0,2,0,238.29000000000002
P210009,0.5535050638898338,*CCc1ccc(*)c(CC)c1,0,1,0,4,0,132.206
P510001,0.5534063998351139,*CCc1ccc(*)c(CCCC)c1,0,1,0,6,0,160.26
P170071,0.5530071990940382,*O[Si](*)(C)CCC,0,0,0,4,0,102.209
P470046,0.5527767408612916,*O[Si](*)(C)C=C,0,0,0,1,0,86.166
P470046,0.5527767408612916,*O[Si](*)(C)C=C,0,0,0,1,0,86.166
P462458,0.5524062247268354,*CCN(*)C(=O)c1ccccc1F,0,1,0,2,0,165.16699999999994
P210007,0.5514053726134536,*CCc1cccc(*)c1,0,1,0,2,0,104.15199999999997
P332296,0.5513141730756965,*CC(*)n1ccc2ccccc21,0,1,0,2,0,143.18899999999996
