1/length,roe_kj/mol,smiles_monomer,smiles_polymer
0.501501502,-6.288428231,CCCCCC1CCCC(=O)O1,[*]OC(CCCCC)CCCC([*])=O
0.501501502,-12.84841687,O=C1CCCCO1,[*]OCCCCC([*])=O
0.501501502,-19.18464135,O=C1CCCCCN1,[*]NCCCCCC([*])=O
0.501501502,-12.85395421,O=C1CCCCCCN1,[*]NCCCCCCC([*])=O
0.501501502,-26.13836047,O=C1CCCCCCCN1,[*]NCCCCCCCC([*])=O
0.501501502,-7.351936979,O=C1CCCCCCCCCCCN1,[*]NCCCCCCCCCCCC([*])=O
0.501501502,-88.76884186,C1CC1,[*]CCC[*]
0.501501502,-87.92363497,C1CO1,[*]CCO[*]
0.501501502,-85.23316677,C1CCC1,[*]CCCC[*]
0.501501502,-70.97096181,O=C1CCO1,[*]OCCC([*])=O
0.501501502,-9.683952182,C1CCCC1,[*]CCCCC[*]
0.501501502,-2.924421561,S=C1SCCCC1,S=C([*])CCCCS[*]
0.501501502,-15.43978118,S=C1OCCCC1,S=C([*])CCCCO[*]
0.501501502,-22.76343995,O=C1OCCCO1,O=C([*])OCCCO[*]
0.501501502,-16.95073881,O=C1NCCCO1,O=C([*])OCCCN[*]
0.501501502,-7.931385457,O=C1OCCSC1,O=C([*])CSCCO[*]
0.501501502,3.894224371,S=C1SCCSC1,S=C([*])CSCCS[*]
0.501501502,-2.77,O=C1SCCCC1(C)C,O=C([*])C(C)(C)CCCS[*]
0.501501502,-1.308581357,O=C1SCCSC1,O=C([*])CSCCS[*]
0.501501502,5.38139467,O=C1CCCCS1,[*]CCCCC(=O)S[*]
0.501501502,-13.64087459,O=C1NCCCO1,[*]OCCCNC([*])=O
0.501501502,10.66282005,C1CCCCC1,[*]CCCCCC[*]
0.501501502,-11.62848801,C1CCCCCC1,[*]CCCCCCC[*]
0.501501502,-22.18322819,C1CCCCCCC1,[*]CCCCCCCC[*]
0.501501502,4.6463,CC1CCOC1,[*]OCC(C)CC[*]
0.501501502,-75.04097115,CC1CC1,[*]CC(C)C[*]
0.501501502,0.148490862,CC1CCCC1,[*]CCCC(C)C[*]
0.501501502,16.43571287,CC1CCCCC1,[*]CC(C)CCCC[*]
0.501501502,-64.8374,CC1(C)CC1,[*]CC(C)(C)C[*]
0.501501502,7.912484867,CC1(C)CCCC1,[*]CC(C)(C)CCC[*]
0.501501502,28.56173798,CC1(C)CCCCC1,[*]CC(C)(CCCC[*])C
0.501501502,-5.972706599,S=C1CCCCCO1,[*]CCCCCC(=S)O[*]
0.501501502,-18.44398124,CC1CCCOC1=O,[*]OCCCC(C)C([*])=O
0.501501502,-5.354062626,CCC1CCCC(=O)O1,[*]OC(CC)CCCC([*])=O
0.501501502,-1.615599348,CCCC1CCCC(=O)O1,[*]OC(CCC)CCCC([*])=O
0.501501502,-10.69866635,CCCCC1CCCC(=O)O1,[*]OC(CCCC)CCCC([*])=O
0.501501502,-0.09238,CCCCCCCC1CCCC(=O)O1,[*]OC(CCCCCCC)CCCC([*])=O
0.501501502,-16.09295995,CCCCCCCCCC1CCCC(=O)O1,[*]OC(CCCCCCCCC)CCCC([*])=O
0.501501502,-6.468975756,C=C1CCOC1=O,[*]OCCC(=C)C([*])=O
0.501501502,-6.270675652,C1=CCCC1,[*]CC=CCC[*]
0.501501502,7.889116163,O=C1SCCC(C)C1,[*]C(CC(C)CCS[*])=O
0.501501502,8.481982121,O=C1SCCC(C)(C)C1,[*]C(CC(C)(C)CCS[*])=O
0.501501502,-10.78096692,CC1(C)COC(=O)OC1,[*]CC(C)(C)COC(=O)O[*]
0.501501502,-7.94845963,CCC1(CC)COC(=O)OC1,[*]CC(CC)(CC)COC(=O)O[*]
0.501501502,-11.592997,CC2(c1ccccc1)COC(=O)OC2,[*]CC(C)(COC(=O)O[*])c1ccccc1
0.501501502,1.619230023,CCC2(c1ccccc1)COC(=O)OC2,[*]CC(CC)(COC(=O)O[*])c1ccccc1
0.501501502,20.73346192,S=C1SCCSC1C2=CC=CC=C2,[*]C(C(C1=CC=CC=C1)SCCS[*])=S
0.501501502,14.59259161,S=C1SCCSC1(C)C,[*]C(C(C)(C)SCCS[*])=S
0.501501502,49.12576204,S=C(C(C)(C)S1)SC(C)(C)C1=S,[*]C(C(C)(C)SC(C(C)(C)S[*])=S)=S
0.501501502,-2.342048508,S=C1SCCCO1,S=C([*])OCCCS[*]
0.501501502,-14.22822233,S=C1OCCCO1,S=C([*])OCCCO[*]
0.501501502,-15.20253844,C=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,C=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1
0.501501502,6.483185511,O=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,O=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1
0.501501502,-1.741421799,OC(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,OC(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1
0.501501502,-17.30914532,O=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,O=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*]
0.501501502,-5.554922813,C=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,C=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*]
0.501501502,4.539989888,OC1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,OC(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*]
